Accel_X	Accel_Y	Accel_Z	Cont_TempV	Cont_TempDegC	Cont_TempDegF	IF_Temp_ObjDegC	IF_Temp_ObjDegF	IF_Temp_LocDegC	IF_Temp_LocDegF	SoundV	SoundRaw	SoundScl	RPM_Hz	RPM	Current	Error
0.066	-0.136	0.959	0.44	-5.912	21.358	16.25	61.25	20.938	69.688	0.07	166	7.165	0	0	0.123	0
0.066	-0.136	0.959	0.44	-5.912	21.358	16.25	61.25	20.938	69.688	0.07	166	7.165	0	0	0.123	0
0.07	-0.136	0.963	0.442	-5.956	21.121	16.531	61.756	20.938	69.688	0.073	168	7.297	0	0	0.07	0
0.07	-0.136	0.959	0.442	-5.824	21.437	16.531	61.756	20.938	69.688	0.075	166	7.56	0	0	0.053	0
0.074	-0.132	0.963	0.437	-6.176	21.596	16.531	61.756	20.938	69.688	0.073	151	7.121	0	0	0.176	0
0.074	-0.132	0.959	0.443	-5.956	21.042	16.531	61.756	20.938	69.688	0.072	164	7.341	0	0	0.141	0
0.074	-0.136	0.963	0.665	16.462	61.631	16.531	61.756	20.938	69.688	0.082	187	8.044	0	0	0.44	0
0.07	-0.132	0.963	0.357	-14.308	6.167	16.531	61.756	20.938	69.688	0.071	165	7.165	0	0	0.07	0
0.07	-0.136	0.956	0.354	-14.747	5.297	16.531	61.756	20.938	69.688	0.071	164	6.989	0	0	-0.088	0
0.07	-0.132	0.959	0.668	16.725	62.185	16.531	61.756	20.938	69.688	0.08	183	8.088	0	0	0.475	0
0.066	-0.136	0.971	0.36	-14.396	5.851	16.531	61.756	20.938	69.688	0.07	158	6.901	0	0	0.035	0
0.074	-0.132	0.959	0.354	-14.923	4.822	16.531	61.756	20.938	69.688	0.071	161	7.077	0	0	0.018	0
0.07	-0.136	-0.039	0.337	-16.418	2.132	16.531	61.756	20.938	69.688	0.066	159	6.813	0	0	0.105	0
0.074	-0.136	0.959	0.335	-16.769	1.736	16.531	61.756	20.938	69.688	0.067	150	6.989	0	0	-0.088	0
0.074	-0.136	0.963	0.335	-16.505	2.448	16.531	61.756	20.938	69.688	0.071	164	7.033	0	0	0.035	0
0.07	-0.136	0.959	0.666	16.549	61.71	16.531	61.756	20.938	69.688	0.082	186	8.176	0	0	0.598	0
0.074	-0.136	0.967	0.336	-16.549	1.974	16.531	61.756	20.938	69.688	0.071	159	6.989	0	0	-0.141	0
0.07	-0.136	0.959	0.669	16.857	62.343	16.531	61.756	20.938	69.688	0.082	182	8.132	0	0	0.492	0
0.074	-0.136	0.959	0.668	16.769	62.343	16.531	61.756	20.938	69.688	0.08	182	8.088	0	0	0.475	0
0.078	-0.132	0.963	0.248	-25.209	-13.297	16.531	61.756	20.938	69.688	0.064	147	6.462	0	0	-0.229	0
0.074	-0.132	0.963	0.667	16.769	62.026	16.531	61.756	20.938	69.688	0.08	183	7.912	0	0	0.475	0
0.074	-0.132	0.963	0.667	16.769	62.026	16.531	61.756	20.938	69.688	0.08	183	7.912	0	0	0.475	0
0.074	-0.132	0.959	0.669	16.725	61.868	16.531	61.756	20.938	69.688	0.081	185	8.088	0	0	0.457	0
0.07	-0.132	0.959	0.665	16.505	61.631	16.531	61.756	20.938	69.688	0.083	187	8.396	0	0	0.527	0
0.07	-0.132	0.963	0.275	-22.659	-8.708	16.531	61.756	20.938	69.688	0.066	151	6.505	0	0	-0.158	0
0.074	-0.136	0.959	0.272	-22.703	-9.024	16.531	61.756	20.938	69.688	0.067	147	6.681	0	0	-0.229	0
0.074	-0.136	0.959	0.275	-22.615	-8.866	16.531	61.756	20.938	69.688	0.069	157	6.945	0	0	-0.158	0
0.074	-0.136	0.959	0.273	-22.703	-8.945	16.531	61.756	20.938	69.688	0.069	161	6.989	0	0	-0.229	0
0.07	-0.136	0.963	0.275	-22.615	-8.708	16.531	61.756	20.938	69.688	0.068	152	6.769	0	0	-0.176	0
0.07	-0.132	0.963	0.666	16.593	61.868	16.531	61.756	20.938	69.688	0.08	184	7.956	0	0	0.457	0
0.07	-0.136	0.963	0.668	16.725	62.105	16.531	61.756	20.938	69.688	0.081	185	8.132	0	0	0.475	0
0.07	-0.132	0.948	0.31	-19.231	-2.853	16.531	61.756	20.938	69.688	0.065	152	6.769	0	0	-0.176	0
0.074	-0.14	0.959	0.314	-18.747	-2.141	16.531	61.756	20.938	69.688	0.067	151	6.593	0	0	-0.053	0
0.07	-0.132	0.959	0.309	-19.055	-2.299	16.531	61.756	20.938	69.688	0.068	154	6.637	0	0	-0.141	0
0.07	-0.136	0.959	0.31	-19.275	-2.853	16.531	61.756	20.938	69.688	0.068	151	6.857	0	0	-0.035	0
0.074	-0.136	0.959	0.667	16.637	61.947	16.531	61.756	20.938	69.688	0.081	186	8.132	0	0	0.492	0
0.07	-0.136	0.963	0.285	-21.56	-6.571	16.531	61.756	20.938	69.688	0.069	142	6.418	0	0	-0.035	0
0.074	-0.132	-0.039	0.667	16.769	61.947	16.531	61.756	20.938	69.688	0.08	186	8.22	0	0	0.422	0
0.07	-0.136	0.963	0.284	-21.956	-7.6	16.531	61.756	20.938	69.688	0.064	151	6.505	0	0	-0.088	0
0.07	-0.136	0.959	0.281	-21.956	-7.521	16.531	61.756	20.938	69.688	0.064	149	6.637	0	0	-0.141	0
0.078	-0.132	0.963	0.667	16.593	61.947	16.531	61.756	20.938	69.688	0.083	188	8.088	0	0	0.563	0
0.074	-0.136	0.959	0.665	16.505	61.789	16.531	61.756	20.938	69.688	0.08	184	8.176	0	0	0.44	0
0.074	-0.136	0.959	0.196	-30.396	-22.712	16.531	61.756	20.938	69.688	0.064	136	6.198	0	0	-0.334	0
0.074	-0.136	0.959	0.199	-30.308	-22.712	16.531	61.756	20.938	69.688	0.065	146	6.637	0	0	-0.316	0
0.066	-0.14	0.959	0.2	-30	-21.763	16.531	61.756	20.938	69.688	0.066	150	6.681	0	0	-0.334	0
0.07	-0.14	0.963	0.2	-29.956	-21.842	16.531	61.756	20.938	69.688	0.066	148	6.374	0	0	-0.211	0
0.07	-0.136	0.959	0.668	16.593	61.789	16.531	61.756	20.938	69.688	0.08	186	8.132	0	0	0.527	0
0.074	-0.14	0.959	0.389	-11.099	11.785	16.531	61.756	20.938	69.688	0.072	160	7.033	0	0	-0.07	0
0.074	-0.132	0.959	0.39	-11.143	11.864	16.531	61.756	20.938	69.688	0.073	160	6.989	0	0	0	0
0.07	-0.136	0.959	0.387	-12.198	11.468	16.531	61.756	20.938	69.688	0.073	151	7.253	0	0	0.053	0
0.078	-0.14	0.948	0.388	-11.363	11.785	16.531	61.756	20.938	69.688	0.071	161	7.077	0	0	0.105	0
0.074	-0.14	0.959	0.392	-10.879	12.259	16.531	61.756	20.938	69.688	0.072	164	7.209	0	0	0.07	0
0.074	-0.132	0.959	0.665	16.418	61.631	16.531	61.756	20.938	69.688	0.08	184	8.044	0	0	0.475	0
0.07	-0.136	0.959	0.301	-19.978	-3.96	16.5	61.7	20.938	69.688	0.068	156	6.725	0	0	-0.053	0
0.074	-0.136	0.959	0.668	16.637	61.868	16.5	61.7	20.938	69.688	0.081	183	8.264	0	0	0.492	0
0.074	-0.136	0.959	0.668	16.769	62.105	16.5	61.7	20.938	69.688	0.079	180	7.824	0	0	0.475	0
0.07	-0.136	0.963	0.668	16.813	61.947	16.5	61.7	20.938	69.688	0.08	183	7.868	0	0	0.563	0
0.074	-0.132	-0.035	0.668	16.725	62.185	16.5	61.7	20.938	69.688	0.083	192	8.352	0	0	0.422	0
0.07	-0.136	0.959	0.669	16.769	62.105	16.5	61.7	20.938	69.688	0.082	186	8.132	0	0	0.475	0
0.07	-0.132	0.963	0.177	-32.242	-26.114	16.5	61.7	20.938	69.688	0.062	144	6.154	0	0	-0.369	0
0.07	-0.128	0.967	0.178	-32.286	-25.956	16.5	61.7	20.938	69.688	0.063	148	6.505	0	0	-0.211	0
0.074	-0.132	0.959	0.181	-31.978	-25.719	16.5	61.7	20.938	69.688	0.064	148	6.549	0	0	-0.387	0
0.07	-0.136	-0.039	0.181	-32.198	-25.877	16.5	61.7	20.938	69.688	0.066	153	6.593	0	0	-0.246	0
0.07	-0.136	0.959	0.177	-32.242	-25.798	16.5	61.7	20.938	69.688	0.062	145	6.286	0	0	-0.316	0
0.07	-0.136	0.959	0.177	-32.242	-25.798	16.5	61.7	20.938	69.688	0.062	145	6.286	0	0	-0.316	0
0.078	-0.136	0.959	0.666	16.505	61.789	16.5	61.7	20.938	69.688	0.082	187	8.044	0	0	0.457	0
0.078	-0.136	0.959	0.669	16.813	62.185	16.5	61.7	20.938	69.688	0.079	179	7.78	0	0	0.492	0
0.07	-0.136	0.963	0.665	16.505	61.631	16.5	61.7	20.938	69.688	0.083	190	8.22	0	0	0.51	0
0.074	-0.136	0.959	0.669	16.857	62.343	16.5	61.7	20.938	69.688	0.081	181	8.088	0	0	0.492	0
0.07	-0.136	0.959	0.667	16.813	62.105	16.5	61.7	20.938	69.688	0.078	180	7.868	0	0	0.457	0
0.07	-0.136	0.959	0.669	16.813	62.422	16.5	61.7	20.938	69.688	0.083	186	8.308	0	0	0.51	0
0.07	-0.136	0.963	0.259	-24.286	-11.952	16.5	61.7	20.938	69.688	0.066	147	6.505	0	0	-0.141	0
0.074	-0.132	0.959	0.666	16.505	61.71	16.5	61.7	20.938	69.688	0.082	185	8.22	0	0	0.475	0
0.07	-0.136	0.967	0.665	16.505	61.71	16.5	61.7	20.938	69.688	0.081	182	8.132	0	0	0.457	0
0.07	-0.132	0.963	0.668	16.725	62.105	16.5	61.7	20.938	69.688	0.08	186	8.132	0	0	0.457	0
0.07	-0.132	0.963	0.668	16.725	62.105	16.5	61.7	20.938	69.688	0.08	186	8.132	0	0	0.457	0
0.07	-0.136	0.963	0.669	16.813	62.185	16.5	61.7	20.938	69.688	0.081	186	8.176	0	0	0.492	0
0.07	-0.132	0.959	0.668	16.857	62.264	16.5	61.7	20.938	69.688	0.082	184	8.264	0	0	0.545	0
0.074	-0.136	0.959	0.355	-14.615	5.613	16.5	61.7	20.938	69.688	0.072	168	7.253	0	0	0.018	0
0.07	-0.136	0.975	0.363	-13.868	6.958	16.5	61.7	20.938	69.688	0.068	153	6.901	0	0	-0.018	0
0.07	-0.136	0.975	0.363	-13.868	6.958	16.5	61.7	20.938	69.688	0.068	153	6.901	0	0	-0.018	0
0.074	-0.136	0.963	0.668	16.637	61.947	16.5	61.7	20.938	69.688	0.082	185	8.22	0	0	0.492	0
0.07	-0.132	0.967	0.275	-22.527	-8.391	16.5	61.7	20.938	69.688	0.068	152	6.901	0	0	-0.141	0
0.07	-0.136	0.956	0.275	-22.484	-8.549	16.5	61.7	20.938	69.688	0.07	156	6.813	0	0	-0.158	0
0.07	-0.136	0.963	0.279	-22.176	-7.837	16.5	61.7	20.938	69.688	0.066	152	6.769	0	0	-0.246	0
0.074	-0.132	0.959	0.277	-22.176	-8.233	16.5	61.7	20.938	69.688	0.068	152	6.813	0	0	-0.193	0
0.07	-0.136	0.963	0.277	-22.352	-7.996	16.5	61.7	20.938	69.688	0.069	158	6.769	0	0	-0.123	0
0.07	-0.132	0.959	0.668	16.681	62.026	16.5	61.7	20.938	69.688	0.08	183	8.044	0	0	0.51	0
0.07	-0.136	-0.035	0.447	-5.56	21.912	16.5	61.7	20.938	69.688	0.071	163	7.165	0	0	0.123	0
0.074	-0.136	0.959	0.666	16.505	61.71	16.5	61.7	20.938	69.688	0.08	184	8.044	0	0	0.422	0
0.074	-0.136	0.963	0.666	16.593	61.789	16.5	61.7	20.938	69.688	0.08	186	8.176	0	0	0.51	0
0.07	-0.136	0.959	0.665	16.418	61.393	16.5	61.7	20.938	69.688	0.081	185	8	0	0	0.51	0
0.074	-0.136	0.967	0.666	16.505	61.71	16.5	61.7	20.938	69.688	0.081	188	8.132	0	0	0.492	0
0.074	-0.14	0.959	0.668	16.637	61.947	16.5	61.7	20.938	69.688	0.081	185	8.132	0	0	0.475	0
0.07	-0.132	0.959	0.481	-1.912	28.716	16.5	61.7	20.938	69.688	0.074	167	7.121	0	0	0.105	0
0.074	-0.136	0.959	0.484	-1.78	28.637	16.5	61.7	20.938	69.688	0.071	162	7.165	0	0	0.123	0
0.074	-0.132	0.963	0.483	-1.78	28.558	16.5	61.7	20.938	69.688	0.073	171	7.473	0	0	0.193	0
0.078	-0.14	0.959	0.485	-1.692	29.033	16.5	61.7	20.938	69.688	0.073	171	7.165	0	0	0.264	0
0.074	-0.136	0.959	0.48	-2.088	28.242	16.5	61.7	20.938	69.688	0.075	169	7.473	0	0	0.211	0
0.074	-0.14	0.959	0.668	16.637	62.026	16.5	61.7	20.938	69.688	0.081	185	8.176	0	0	0.457	0
0.07	-0.132	0.963	0.217	-28.462	-19.547	16.5	61.7	20.938	69.688	0.065	144	6.462	0	0	-0.299	0
0.07	-0.136	0.963	0.667	16.681	61.947	16.5	61.7	20.938	69.688	0.084	185	8.044	0	0	0.51	0
0.066	-0.136	0.959	0.668	16.725	62.105	16.5	61.7	20.938	69.688	0.081	182	8	0	0	0.527	0
0.066	-0.132	0.963	0.666	16.593	61.789	16.5	61.7	20.938	69.688	0.084	188	8.308	0	0	0.58	0
0.07	-0.132	0.959	0.666	16.593	61.789	16.344	61.419	20.938	69.688	0.08	187	8.088	0	0	0.457	0
0.066	-0.132	0.944	0.666	16.593	62.105	16.344	61.419	20.938	69.688	0.087	195	8.659	0	0	0.527	0
0.07	-0.132	0.963	0.287	-21.341	-6.334	16.344	61.419	20.938	69.688	0.069	156	6.989	0	0	-0.299	0
0.074	-0.136	0.956	0.292	-20.857	-5.859	16.344	61.419	20.938	69.688	0.066	152	6.769	0	0	-0.176	0
0.07	-0.136	0.959	0.291	-20.857	-5.464	16.344	61.419	20.938	69.688	0.068	154	6.813	0	0	-0.035	0
0.074	-0.136	0.959	0.291	-21.077	-6.255	16.344	61.419	20.938	69.688	0.066	150	6.813	0	0	-0.141	0
0.074	-0.136	0.959	0.669	16.857	62.264	16.344	61.419	20.938	69.688	0.084	189	8.352	0	0	0.492	0
0.07	-0.132	0.963	0.339	-16.154	3.16	16.344	61.419	20.938	69.688	0.071	165	7.121	0	0	-0.088	0
0.07	-0.132	0.948	0.342	-15.978	3.24	16.344	61.419	20.938	69.688	0.071	154	6.901	0	0	-0.018	0
0.074	-0.136	-0.039	0.339	-16.198	2.765	16.344	61.419	20.938	69.688	0.069	159	7.077	0	0	-0.018	0
0.074	-0.136	0.959	0.342	-15.934	3.319	16.344	61.419	20.938	69.688	0.069	155	6.989	0	0	-0.088	0
0.07	-0.132	0.959	0.34	-16.154	2.844	16.344	61.419	20.938	69.688	0.07	157	7.033	0	0	-0.053	0
0.074	-0.136	0.959	0.338	-16.198	3.081	16.344	61.419	20.938	69.688	0.067	154	6.813	0	0	0.035	0
0.07	-0.132	0.959	0.667	16.681	62.026	16.344	61.419	20.938	69.688	0.083	187	8.22	0	0	0.527	0
0.074	-0.136	0.959	0.669	16.769	62.264	16.344	61.419	20.938	69.688	0.085	191	8.484	0	0	0.563	0
0.07	-0.132	0.959	0.169	-33.121	-27.697	16.344	61.419	20.938	69.688	0.065	146	6.33	0	0	-0.352	0
0.07	-0.136	0.959	0.167	-33.385	-28.251	16.344	61.419	20.938	69.688	0.062	144	6.066	0	0	-0.299	0
0.074	-0.132	0.959	0.166	-33.516	-28.567	16.344	61.419	20.938	69.688	0.062	142	6.374	0	0	-0.246	0
0.074	-0.132	0.959	0.166	-33.516	-28.567	16.344	61.419	20.938	69.688	0.062	142	6.374	0	0	-0.246	0
0.07	-0.136	0.959	0.667	16.681	61.868	16.344	61.419	20.938	69.688	0.083	187	8	0	0	0.44	0
0.07	-0.132	0.967	0.209	-28.989	-20.101	16.344	61.419	20.938	69.688	0.063	148	6.505	0	0	-0.299	0
0.074	-0.136	0.959	0.667	16.637	61.868	16.344	61.419	20.938	69.688	0.081	185	8.308	0	0	0.492	0
0.07	-0.136	0.959	0.668	16.769	62.185	16.344	61.419	20.938	69.688	0.082	187	8.264	0	0	0.44	0
0.074	-0.14	0.959	0.668	16.681	62.105	16.344	61.419	20.938	69.688	0.081	186	8.044	0	0	0.475	0
0.074	-0.136	0.963	0.666	16.637	61.868	16.344	61.419	20.938	69.688	0.082	188	8.132	0	0	0.44	0
0.082	-0.128	0.952	0.469	-3.275	25.789	16.344	61.419	20.938	69.688	0.074	171	7.516	0	0	0.141	0
0.07	-0.132	0.959	0.467	-3.363	26.026	16.344	61.419	20.938	69.688	0.074	170	7.473	0	0	0.141	0
0.07	-0.136	0.959	0.669	16.901	62.343	16.344	61.419	20.938	69.688	0.084	191	8.527	0	0	0.527	0
0.074	-0.136	0.959	0.668	16.769	62.105	16.344	61.419	20.938	69.688	0.081	184	8.132	0	0	0.492	0
0.07	-0.136	0.959	0.668	16.725	62.105	16.344	61.419	20.938	69.688	0.083	192	8.308	0	0	0.545	0
0.07	-0.136	0.963	0.664	16.462	61.631	16.344	61.419	20.938	69.688	0.081	189	8.22	0	0	0.475	0
0.07	-0.136	0.959	0.346	-15.582	3.873	16.344	61.419	20.938	69.688	0.07	159	6.989	0	0	0.053	0
0.07	-0.136	0.959	0.348	-15.363	4.031	16.344	61.419	20.938	69.688	0.071	159	7.165	0	0	-0.07	0
0.07	-0.136	0.959	0.345	-15.582	3.793	16.344	61.419	20.938	69.688	0.069	165	7.209	0	0	-0.018	0
0.07	-0.136	0.959	0.349	-15.407	4.11	16.344	61.419	20.938	69.688	0.069	156	6.901	0	0	-0.018	0
0.07	-0.136	0.959	0.346	-15.582	3.793	16.344	61.419	20.938	69.688	0.068	156	6.857	0	0	-0.053	0
0.074	-0.136	0.959	0.665	16.549	61.552	16.344	61.419	20.938	69.688	0.085	194	8.44	0	0	0.492	0
0.07	-0.136	0.959	0.381	-11.89	10.756	16.344	61.419	20.938	69.688	0.072	163	7.253	0	0	0.07	0
0.074	-0.136	0.959	0.386	-11.495	11.231	16.344	61.419	20.938	69.688	0.071	157	7.077	0	0	0.035	0
0.074	-0.136	0.959	0.386	-11.495	11.231	16.344	61.419	20.938	69.688	0.071	157	7.077	0	0	0.035	0
0.07	-0.136	0.963	0.384	-11.802	11.073	16.344	61.419	20.938	69.688	0.07	163	7.209	0	0	-0.018	0
0.07	-0.136	0.963	0.384	-11.802	11.073	16.344	61.419	20.938	69.688	0.07	163	7.209	0	0	-0.018	0
0.074	-0.136	0.959	0.223	-27.802	-18.281	16.344	61.419	20.938	69.688	0.069	149	6.418	0	0	-0.264	0
0.07	-0.136	0.952	0.668	16.769	61.947	16.344	61.419	20.938	69.688	0.082	184	8.132	0	0	0.475	0
0.074	-0.136	0.963	0.668	16.681	62.185	16.344	61.419	20.938	69.688	0.081	186	8.044	0	0	0.545	0
0.074	-0.136	0.959	0.668	16.725	62.185	16.344	61.419	20.938	69.688	0.081	186	8	0	0	0.51	0
0.074	-0.136	0.959	0.669	16.813	62.185	16.344	61.419	20.938	69.688	0.08	183	7.912	0	0	0.492	0
0.078	-0.132	0.959	0.667	16.681	62.105	16.344	61.419	20.938	69.688	0.08	182	8.088	0	0	0.492	0
0.066	-0.136	1.954	0.324	-17.648	0.312	16.344	61.419	20.938	69.688	0.069	157	6.813	0	0	-0.141	0
0.074	-0.136	0.959	0.327	-17.341	0.866	16.344	61.419	20.938	69.688	0.071	165	7.077	0	0	-0.088	0
0.07	-0.132	0.959	0.326	-17.516	0.233	16.344	61.419	20.938	69.688	0.07	160	6.945	0	0	0	0
0.066	-0.128	0.959	0.327	-17.429	0.312	16.562	61.812	20.938	69.688	0.069	161	6.857	0	0	-0.158	0
0.074	-0.132	0.959	0.325	-17.604	0.47	16.562	61.812	20.938	69.688	0.069	155	6.857	0	0	-0.123	0
0.074	-0.132	0.959	0.669	16.813	62.264	16.562	61.812	20.938	69.688	0.082	188	8.22	0	0	0.527	0
0.074	-0.136	0.963	0.187	-31.538	-24.69	16.562	61.812	20.938	69.688	0.063	145	6.374	0	0	-0.316	0
0.074	-0.136	0.959	0.669	16.857	62.264	16.562	61.812	20.938	69.688	0.081	186	8.088	0	0	0.51	0
0.066	-0.136	0.959	0.67	16.857	62.264	16.562	61.812	20.938	69.688	0.081	185	8.088	0	0	0.51	0
0.07	-0.132	0.959	0.668	16.769	62.264	16.562	61.812	20.938	69.688	0.081	187	8.22	0	0	0.545	0
0.066	-0.132	0.967	0.668	16.769	62.264	16.562	61.812	20.938	69.688	0.083	190	8.352	0	0	0.457	0
0.07	-0.136	-0.039	0.174	-32.637	-26.905	16.562	61.812	20.938	69.688	0.062	136	6.154	0	0	-0.299	0
0.07	-0.14	0.959	0.174	-32.549	-26.589	16.562	61.812	20.938	69.688	0.063	147	6.242	0	0	-0.281	0
0.078	-0.136	0.963	0.174	-32.769	-27.064	16.562	61.812	20.938	69.688	0.067	149	6.286	0	0	-0.229	0
0.074	-0.136	0.959	0.175	-32.418	-26.431	16.562	61.812	20.938	69.688	0.061	141	6.374	0	0	-0.316	0
0.07	-0.136	0.959	0.172	-32.945	-27.143	16.562	61.812	20.938	69.688	0.062	141	6.242	0	0	-0.281	0
0.074	-0.14	0.959	0.669	16.901	62.501	16.562	61.812	20.938	69.688	0.08	181	8.044	0	0	0.51	0
0.074	-0.132	0.959	0.667	16.681	62.026	16.562	61.812	20.938	69.688	0.083	187	8.352	0	0	0.492	0
0.074	-0.136	0.952	0.255	-24.681	-12.426	16.562	61.812	20.938	69.688	0.062	144	6.198	0	0	0	0
0.074	-0.132	0.959	0.669	16.901	62.501	16.562	61.812	20.938	69.688	0.083	188	8.088	0	0	0.457	0
0.078	-0.136	0.959	0.668	16.769	62.026	16.562	61.812	20.938	69.688	0.083	185	8.176	0	0	0.492	0
0.078	-0.136	0.959	0.669	16.857	62.264	16.562	61.812	20.938	69.688	0.08	181	7.956	0	0	0.545	0
0.074	-0.136	0.959	0.665	16.505	61.631	16.562	61.812	20.938	69.688	0.079	178	7.824	0	0	0.492	0
0.074	-0.136	0.959	0.429	-7.231	19.064	16.562	61.812	20.938	69.688	0.077	173	7.78	0	0	0.105	0
0.07	-0.136	0.944	0.428	-7.407	18.431	16.562	61.812	20.938	69.688	0.074	162	7.473	0	0	0.035	0
0.074	-0.14	0.959	0.425	-7.758	17.877	16.562	61.812	20.938	69.688	0.072	165	7.165	0	0	0.088	0
0.074	-0.132	0.959	0.425	-7.846	17.481	16.562	61.812	20.938	69.688	0.075	167	7.429	0	0	0.018	0
0.074	-0.136	0.959	0.422	-7.89	17.877	16.562	61.812	20.938	69.688	0.076	166	7.648	0	0	0.176	0
0.074	-0.132	0.967	0.424	-7.846	18.114	16.562	61.812	20.938	69.688	0.075	166	7.473	0	0	0.158	0
0.07	-0.136	0.959	0.667	16.681	61.947	16.562	61.812	20.938	69.688	0.08	186	8.088	0	0	0.422	0
0.07	-0.128	0.959	0.308	-19.275	-2.536	16.562	61.812	20.938	69.688	0.071	181	7.868	0	0	-0.07	0
0.07	-0.132	0.963	0.315	-18.659	-1.429	16.562	61.812	20.938	69.688	0.073	166	7.341	0	0	-0.176	0
0.074	-0.136	0.967	0.319	-18.132	-0.637	16.562	61.812	20.938	69.688	0.073	164	7.253	0	0	-0.123	0
0.07	-0.136	0.963	0.323	-17.824	-0.163	16.562	61.812	20.938	69.688	0.069	156	6.769	0	0	-0.07	0
0.07	-0.136	0.963	0.323	-17.824	-0.163	16.562	61.812	20.938	69.688	0.069	156	6.769	0	0	-0.07	0
0.07	-0.136	0.959	0.155	-34.703	-30.466	16.562	61.812	20.938	69.688	0.062	139	6.198	0	0	-0.369	0
0.07	-0.136	0.963	0.154	-34.791	-30.387	16.562	61.812	20.938	69.688	0.062	142	6.198	0	0	-0.369	0
0.074	-0.136	0.959	0.164	-33.604	-28.725	16.562	61.812	20.938	69.688	0.062	138	6.286	0	0	-0.316	0
0.07	-0.132	0.959	0.157	-34.308	-29.516	16.562	61.812	20.938	69.688	0.064	148	6.33	0	0	-0.334	0
0.07	-0.136	0.963	0.163	-34.22	-29.912	16.562	61.812	20.938	69.688	0.06	139	6.066	0	0	-0.334	0
0.074	-0.132	0.959	0.667	16.637	61.789	16.562	61.812	20.938	69.688	0.084	197	8.264	0	0	0.44	0
0.074	-0.136	0.959	0.668	16.725	62.264	16.562	61.812	20.938	69.688	0.081	187	8.132	0	0	0.475	0
0.07	-0.136	0.959	0.668	16.769	62.264	16.562	61.812	20.938	69.688	0.082	187	8.088	0	0	0.422	0
0.074	-0.132	0.959	0.46	-4.154	24.444	16.562	61.812	20.938	69.688	0.075	166	7.341	0	0	0.158	0
0.07	-0.136	0.963	0.459	-4.242	24.444	16.562	61.812	20.938	69.688	0.075	169	7.473	0	0	0.211	0
0.078	-0.136	0.963	0.669	16.857	62.264	16.562	61.812	20.938	69.688	0.083	188	8.264	0	0	0.527	0
0.07	-0.136	0.948	0.47	-3.099	26.343	16.562	61.812	20.938	69.688	0.076	172	7.473	0	0	0.193	0
0.07	-0.136	0.948	0.47	-3.099	26.343	16.562	61.812	20.938	69.688	0.076	172	7.473	0	0	0.193	0
0.07	-0.124	0.956	0.472	-2.923	26.422	16.562	61.812	20.969	69.744	0.072	171	7.165	0	0	0.123	0
0.07	-0.132	0.959	0.472	-3.143	26.264	16.562	61.812	20.969	69.744	0.078	180	7.868	0	0	0.229	0
0.074	-0.136	0.963	0.47	-3.055	26.501	16.562	61.812	20.969	69.744	0.074	170	7.341	0	0	0.211	0
0.07	-0.136	0.959	0.663	16.286	61.314	16.562	61.812	20.969	69.744	0.083	189	8.264	0	0	0.545	0
0.07	-0.136	0.959	0.663	16.286	61.314	16.562	61.812	20.969	69.744	0.083	189	8.264	0	0	0.545	0
0.07	-0.136	0.959	0.666	15.934	61.71	16.562	61.812	20.969	69.744	0.083	159	7.912	0	0	0.475	0
0.07	-0.136	0.956	0.296	-20.462	-4.831	16.75	62.15	20.969	69.744	0.073	160	7.121	0	0	-0.246	0
0.07	-0.136	0.952	0.295	-20.505	-4.989	16.75	62.15	20.969	69.744	0.069	158	7.033	0	0	-0.264	0
0.074	-0.136	0.959	0.296	-20.505	-4.989	16.75	62.15	20.969	69.744	0.069	154	6.769	0	0	-0.229	0
0.07	-0.136	0.963	0.668	16.945	62.343	16.75	62.15	20.969	69.744	0.08	181	8	0	0	0.51	0
0.066	-0.136	0.959	0.418	-8.286	16.927	16.75	62.15	20.969	69.744	0.069	154	6.989	0	0	0.053	0
0.07	-0.132	-0.039	0.418	-8.242	17.007	16.75	62.15	20.969	69.744	0.07	161	6.989	0	0	0.088	0
0.074	-0.14	0.963	0.417	-8.418	16.611	16.75	62.15	20.969	69.744	0.071	162	6.945	0	0	0.141	0
0.07	-0.132	0.959	0.417	-8.374	16.69	16.75	62.15	20.969	69.744	0.071	159	7.165	0	0	0.035	0
0.07	-0.136	0.963	0.417	-8.549	15.899	16.75	62.15	20.969	69.744	0.07	161	7.209	0	0	0.105	0
0.066	-0.132	0.963	0.416	-8.374	16.927	16.75	62.15	20.969	69.744	0.071	161	7.033	0	0	0.123	0
0.074	-0.136	0.959	0.666	16.637	61.631	16.75	62.15	20.969	69.744	0.083	185	8.132	0	0	0.527	0
0.074	-0.136	0.971	0.435	-6.571	19.934	16.75	62.15	20.969	69.744	0.071	160	7.121	0	0	0.105	0
0.074	-0.14	0.959	0.432	-6.835	19.697	16.75	62.15	20.969	69.744	0.072	164	7.033	0	0	0.07	0
0.074	-0.136	0.959	0.429	-7.231	18.985	16.75	62.15	20.969	69.744	0.077	179	7.56	0	0	0.211	0
0.07	-0.14	0.959	0.434	-6.879	19.459	16.75	62.15	20.969	69.744	0.072	162	7.165	0	0	0.07	0
0.07	-0.136	0.959	0.666	16.637	61.947	16.75	62.15	20.969	69.744	0.08	184	8.044	0	0	0.475	0
