Accel_X,Accel_Y,Accel_Z,Cont_TempV,Cont_TempDegC,Cont_TempDegF,IF_Temp_ObjDegC,IF_Temp_ObjDegF,IF_Temp_LocDegC,IF_Temp_LocDegF,SoundV,SoundRaw,SoundScl,RPM_Hz,RPM,Current
0.058,-0.132,0.952,0.628,12.593,54.668,16.406,61.531,0,0,0.076,172,7.56,1,4,0.422
0.055,-0.136,0.948,0.626,12.505,54.668,16.406,61.531,15.438,59.787,0.085,193,8.396,1,4,0.457
0.055,-0.14,0.948,0.626,12.593,54.589,16.406,61.531,15.438,59.787,0.085,187,8.352,1,4,0.369
0.055,-0.136,0.956,0.626,12.593,54.589,16.406,61.531,15.438,59.787,0.079,180,7.78,1,4,0.457
0.055,-0.136,0.956,0.626,12.593,54.589,16.406,61.531,15.438,59.787,0.079,180,7.78,1,4,0.457
0.062,-0.144,0.956,0.511,0.989,33.78,16.406,61.531,15.438,59.787,0.073,168,7.429,1,4,0.158
0.062,-0.144,0.956,0.511,0.989,33.78,16.406,61.531,15.438,59.787,0.073,168,7.429,1,4,0.158
0.058,-0.14,0.948,0.626,12.549,54.51,16.406,61.531,15.438,59.787,0.077,174,7.736,1,4,0.492
0.062,-0.14,0.959,0.627,12.593,54.668,16.406,61.531,15.438,59.787,0.082,180,7.912,1,4,0.369
0.058,-0.144,0.956,0.627,12.637,54.747,16.406,61.531,15.438,59.787,0.091,206,9.143,1,4,0.492
0.058,-0.144,0.956,0.627,12.637,54.747,16.406,61.531,15.438,59.787,0.091,206,9.143,1,4,0.492
0.055,-0.14,0.959,0.437,-6.264,20.567,16.406,61.531,15.438,59.787,0.069,152,6.813,1,4,0.158
0.058,-0.144,0.952,0.416,-8.462,16.532,16.406,61.531,15.438,59.787,0.08,177,7.604,1,4,0.211
0.058,-0.14,0.959,0.396,-10.44,13.13,16.406,61.531,15.438,59.787,0.068,151,6.549,1,4,0.088
0.058,-0.14,0.959,0.396,-10.44,13.13,16.406,61.531,15.438,59.787,0.068,151,6.549,1,4,0.088
0.058,-0.136,0.948,0.349,-15.187,4.426,16.406,61.531,15.438,59.787,0.069,154,6.857,1,4,0.035
0.058,-0.14,0.956,0.625,12.418,54.431,16.406,61.531,15.438,59.787,0.079,176,7.604,1,4,0.44
0.058,-0.14,0.956,0.143,-35.67,-32.286,16.406,61.531,15.438,59.787,0.068,151,6.505,1,4,-0.316
0.058,-0.14,0.952,0.128,-37.165,-34.897,16.406,61.531,15.438,59.787,0.067,146,6.33,1,4,-0.369
0.058,-0.14,0.956,0.116,-38.484,-37.666,16.406,61.531,15.438,59.787,0.056,131,5.802,1,4,-0.44
0.055,-0.14,0.956,0.109,-39.099,-38.536,16.406,61.531,15.438,59.787,0.055,128,5.582,1,4,-0.457
0.062,-0.144,0.944,0.102,-39.89,-39.96,16.406,61.531,15.438,59.787,0.061,140,6.022,1,4,-0.44
0.051,-0.136,-0.039,0.622,12.198,53.877,16.406,61.531,15.438,59.787,0.085,188,8.22,1,4,0.369
0.062,-0.14,0.952,0.091,-40.945,-41.859,16.406,61.531,15.438,59.787,0.059,130,5.846,1,4,-0.475
0.058,-0.144,0.959,0.623,12.066,53.64,16.406,61.531,15.438,59.787,0.087,194,8.659,1,4,0.387
0.062,-0.14,0.956,0.622,12.066,53.719,16.406,61.531,15.438,59.787,0.075,167,7.385,1,4,0.457
0.058,-0.144,0.952,0.622,12.154,53.877,16.406,61.531,15.438,59.787,0.073,176,7.473,1,4,0.44
0.058,-0.14,0.956,0.621,12.022,53.56,16.406,61.531,15.438,59.787,0.082,181,8.176,1,4,0.422
0.062,-0.136,0.952,0.151,-35.187,-31.415,16.406,61.531,15.438,59.787,0.06,137,5.626,1,4,-0.211
0.058,-0.14,0.959,0.135,-36.593,-34.026,16.406,61.531,15.438,59.787,0.075,169,7.56,1,4,-0.281
0.055,-0.136,0.952,0.1,-39.978,-39.96,16.406,61.531,15.438,59.787,0.067,157,6.945,1,4,-0.457
0.055,-0.14,0.963,0.116,-38.615,-38.141,16.406,61.531,15.438,59.787,0.056,128,5.67,1,4,-0.387
0.058,-0.14,0.956,0.122,-37.912,-36.242,16.406,61.531,15.438,59.787,0.058,135,5.714,1,4,-0.334
0.058,-0.14,0.948,0.625,12.505,54.51,16.406,61.531,15.438,59.787,0.085,197,8.659,1,4,0.422
0.058,-0.14,0.959,0.236,-26.703,-15.908,16.406,61.531,15.438,59.787,0.065,144,6.418,1,4,-0.264
0.058,-0.14,0.956,0.239,-26.352,-15.749,16.406,61.531,15.438,59.787,0.065,148,6.418,1,4,-0.246
0.055,-0.144,0.956,0.222,-28.154,-18.993,16.406,61.531,15.438,59.787,0.058,138,5.802,1,4,-0.141
0.058,-0.14,0.956,0.209,-29.56,-21.446,16.406,61.531,15.438,59.787,0.07,163,7.121,1,4,-0.299
0.062,-0.14,0.959,0.208,-29.56,-21.525,16.406,61.531,15.438,59.787,0.069,152,6.637,1,4,-0.193
0.058,-0.14,0.959,0.622,12.154,53.64,16.406,61.531,15.438,59.787,0.08,186,8.088,1,4,0.457
0.055,-0.136,0.952,0.168,-33.429,-28.171,16.406,61.531,15.438,59.787,0.065,146,6.549,1,4,-0.281
0.058,-0.132,0.952,0.622,12.154,53.798,16.406,61.531,15.438,59.787,0.089,200,8.659,1,4,0.475
0.058,-0.14,0.956,0.214,-28.725,-19.864,17.25,63.05,15.438,59.787,0.066,156,6.549,1,4,-0.193
0.058,-0.144,0.952,0.227,-27.538,-17.411,17.25,63.05,15.438,59.787,0.07,166,7.077,1,4,-0.158
0.055,-0.14,0.956,0.236,-26.659,-15.908,17.25,63.05,15.438,59.787,0.074,165,7.033,1,4,-0.088
0.058,-0.14,0.956,0.622,12.11,53.877,17.25,63.05,15.438,59.787,0.078,183,7.912,1,4,0.404
0.055,-0.14,0.94,0.268,-23.275,-9.657,17.25,63.05,15.438,59.787,0.065,148,6.505,1,4,-0.123
0.062,-0.144,0.959,0.623,12.198,53.877,17.25,63.05,15.438,59.787,0.084,187,8.308,1,4,0.475
0.058,-0.14,0.956,0.626,12.637,54.668,17.25,63.05,15.438,59.787,0.084,192,8.44,1,4,0.44
0.062,-0.128,0.952,0.627,12.505,54.668,17.25,63.05,15.438,59.787,0.079,182,7.78,1,4,0.404
0.058,-0.14,0.952,0.625,12.505,54.431,17.25,63.05,15.438,59.787,0.076,180,7.78,1,4,0.51
0.055,-0.14,0.952,0.625,12.462,54.431,17.25,63.05,15.438,59.787,0.082,185,8.22,1,4,0.492
0.058,-0.14,0.959,0.626,12.505,54.589,17.25,63.05,15.438,59.787,0.075,170,7.648,1,4,0.457
0.058,-0.136,0.956,0.24,-25.912,-14.404,17.25,63.05,15.438,59.787,0.063,143,6.286,1,4,-0.211
0.058,-0.14,0.952,0.627,12.681,54.668,17.25,63.05,15.438,59.787,0.085,194,8.396,1,4,0.422
0.058,-0.14,0.956,0.235,-26.703,-16.145,17.25,63.05,15.438,59.787,0.069,156,6.945,5,21,-0.299
0.058,-0.144,0.952,0.626,12.549,54.589,17.25,63.05,15.438,59.787,0.082,186,8.132,5,21,0.475
0.055,-0.136,0.959,0.21,-29.033,-20.259,17.25,63.05,15.438,59.787,0.061,145,6.242,5,21,-0.299
0.051,-0.136,0.956,0.208,-29.253,-20.655,17.25,63.05,15.438,59.787,0.064,142,6.242,5,21,-0.246
0.058,-0.136,0.963,0.627,12.725,54.668,17.25,63.05,15.438,59.787,0.083,188,8.352,5,21,0.527
0.062,-0.14,0.959,0.626,12.593,54.589,17.25,63.05,15.438,59.787,0.074,169,7.429,5,21,0.475
0.058,-0.14,0.956,0.627,12.637,54.747,17.25,63.05,15.438,59.787,0.081,185,8.176,5,21,0.44
0.058,-0.14,0.959,0.627,12.637,54.668,17.25,63.05,15.438,59.787,0.08,184,7.912,5,21,0.475
0.055,-0.14,0.956,0.626,12.593,54.51,17.25,63.05,15.438,59.787,0.089,206,8.923,5,21,0.475
0.062,-0.14,0.959,0.186,-31.626,-24.927,17.25,63.05,15.438,59.787,0.066,149,6.681,5,21,-0.281
0.062,-0.14,0.959,0.627,12.681,54.747,17.25,63.05,15.438,59.787,0.076,176,7.78,5,21,0.44
0.062,-0.136,0.956,0.625,12.505,54.431,17.25,63.05,15.438,59.787,0.076,174,7.604,5,21,0.475
0.062,-0.136,0.956,0.625,12.505,54.431,17.25,63.05,15.438,59.787,0.076,174,7.604,5,21,0.475
0.058,-0.14,0.959,0.627,12.593,54.51,17.25,63.05,15.438,59.787,0.085,190,8.659,5,21,0.44
0.055,-0.14,0.948,0.084,-42.396,-44.708,17.25,63.05,15.438,59.787,0.061,137,6.066,5,21,-0.492
0.062,-0.14,0.944,0.076,-43.143,-45.974,17.25,63.05,15.438,59.787,0.064,140,5.978,5,21,-0.457
0.058,-0.136,0.956,0.052,-45.209,-49.692,17.25,63.05,15.438,59.787,0.062,140,6.154,5,21,-0.563
0.058,-0.14,0.959,0.053,-45.209,-49.93,17.25,63.05,15.438,59.787,0.06,138,6.154,5,21,-0.545
0.058,-0.14,0.952,0.05,-45.736,-50.404,17.25,63.05,15.438,59.787,0.057,130,6.066,5,21,-0.492
0.058,-0.144,0.952,0.622,12.066,53.481,17.25,63.05,15.438,59.787,0.081,189,8.44,5,21,0.404
0.055,-0.14,0.952,0.621,12.154,53.798,17.25,63.05,15.438,59.787,0.085,193,8.527,5,21,0.387
0.058,-0.136,-0.039,0.073,-43.011,-45.657,17.25,63.05,15.438,59.787,0.063,140,6.33,5,21,-0.492
0.055,-0.136,0.956,0.621,12.066,53.719,17.25,63.05,15.438,59.787,0.076,173,7.56,5,21,0.492
0.055,-0.144,0.956,0.622,12.066,53.64,17.25,63.05,15.438,59.787,0.079,182,8.132,5,21,0.334
0.055,-0.14,0.956,0.625,12.549,54.431,17.25,63.05,15.438,59.787,0.077,177,7.56,5,21,0.352
0.058,-0.14,0.952,0.626,12.637,54.826,17.25,63.05,15.438,59.787,0.088,197,8.703,5,21,0.457
0.058,-0.14,0.956,0.626,12.593,54.668,17.25,63.05,15.438,59.787,0.075,171,7.56,5,21,0.492
0.055,-0.14,0.959,0.046,-46.527,-52.066,17.25,63.05,15.438,59.787,0.066,141,6.374,5,21,-0.545
0.058,-0.14,0.952,0.038,-46.615,-51.908,17.25,63.05,15.438,59.787,0.058,130,5.538,5,21,-0.58
0.058,-0.14,0.952,0.038,-46.615,-51.908,17.25,63.05,15.438,59.787,0.058,130,5.538,5,21,-0.58
0.058,-0.14,0.952,0.042,-46.659,-52.303,17.25,63.05,15.438,59.787,0.056,128,5.582,5,21,-0.457
0.058,-0.14,0.956,0.035,-46.879,-52.462,17.25,63.05,15.438,59.787,0.059,137,5.89,5,21,-0.475
0.058,-0.144,0.952,0.564,10.44,53.323,17.25,63.05,15.406,59.731,0.076,173,7.56,5,21,0.369
0.051,-0.14,0.956,0.02,-48.11,-54.598,17.25,63.05,15.406,59.731,0.059,133,5.846,5,21,-0.475
0.058,-0.136,0.959,0.018,-48.33,-54.835,17.25,63.05,15.406,59.731,0.056,127,5.67,5,21,-0.563
0.051,-0.136,0.959,0.016,-48.374,-55.152,17.25,63.05,15.406,59.731,0.059,135,6.022,5,21,-0.475
0.051,-0.14,0.952,0.622,12.11,53.877,17.25,63.05,15.406,59.731,0.083,189,8.352,5,21,0.475
0.062,-0.14,0.952,0.011,-48.813,-55.785,17.812,64.062,15.406,59.731,0.058,135,5.758,5,21,-0.563
0.058,-0.14,0.952,0.009,-49.077,-56.418,17.812,64.062,15.406,59.731,0.053,128,5.538,5,21,-0.492
0.058,-0.14,0.948,0.011,-49.033,-56.338,17.812,64.062,15.406,59.731,0.063,142,6.242,5,21,-0.545
0.055,-0.14,0.956,0.008,-49.077,-56.259,17.812,64.062,15.406,59.731,0.055,129,5.714,5,21,-0.51
0.058,-0.144,0.952,0.009,-49.033,-56.338,17.812,64.062,15.406,59.731,0.062,145,6.33,5,21,-0.404
0.055,-0.14,0.952,0.011,-49.077,-56.338,17.812,64.062,15.406,59.731,0.058,137,5.626,5,21,-0.422
0.058,-0.14,0.948,0.621,12.11,53.798,17.812,64.062,15.406,59.731,0.078,178,7.956,5,21,0.352
0.055,-0.136,0.952,0.013,-48.769,-55.864,17.812,64.062,15.406,59.731,0.051,117,5.187,5,21,-0.545
0.058,-0.132,0.956,0.625,12.505,54.51,17.812,64.062,15.406,59.731,0.084,192,8.396,5,21,0.475
0.058,-0.14,0.956,0.628,12.637,54.668,17.812,64.062,15.406,59.731,0.1,229,10.022,5,21,0.44
0.058,-0.14,0.952,0.626,12.593,54.668,17.812,64.062,15.406,59.731,0.098,226,9.758,5,21,0.44
0.055,-0.136,0.956,0.626,12.462,54.51,17.812,64.062,15.406,59.731,0.09,204,8.835,5,21,0.457
0.058,-0.14,0.956,0.016,-48.549,-55.31,17.812,64.062,15.406,59.731,0.065,148,6.593,5,21,-0.527
0.058,-0.144,0.952,0.625,12.505,54.668,17.812,64.062,15.406,59.731,0.085,190,8.615,5,21,0.422
0.058,-0.144,0.959,0.626,12.593,54.668,17.812,64.062,15.406,59.731,0.088,202,8.791,5,21,0.492
0.058,-0.136,0.956,0.626,12.549,54.668,17.812,64.062,15.406,59.731,0.084,186,8.308,5,21,0.475
0.058,-0.136,0.956,0.626,12.549,54.668,17.812,64.062,15.406,59.731,0.084,186,8.308,5,21,0.475
0.055,-0.136,0.956,0.625,12.549,54.589,17.812,64.062,15.406,59.731,0.084,191,8.352,5,21,0.387
0.058,-0.144,0.956,0.015,-48.549,-55.073,17.812,64.062,15.406,59.731,0.069,155,6.813,5,21,-0.51
0.055,-0.136,0.944,0.628,12.769,54.985,17.812,64.062,15.406,59.731,0.095,214,9.495,5,21,0.457
0.066,-0.136,0.956,0.014,-48.549,-55.547,17.812,64.062,15.406,59.731,0.059,137,6.11,5,21,-0.527
0.058,-0.136,0.952,0.627,12.593,54.51,17.812,64.062,15.406,59.731,0.083,190,8.308,5,21,0.457
0.062,-0.144,0.952,0.626,12.681,54.589,17.812,64.062,15.406,59.731,0.08,178,7.912,6,25,0.44
0.062,-0.136,0.956,0.002,-49.736,-57.604,17.812,64.062,15.406,59.731,0.06,134,6.11,6,25,-0.545
0.055,-0.136,0.944,0.002,-49.78,-57.604,17.812,64.062,15.406,59.731,0.059,135,5.758,6,25,-0.492
0.055,-0.132,0.956,0.627,12.681,54.668,17.812,64.062,15.406,59.731,0.088,204,8.835,6,25,0.44
0.055,-0.132,0.956,0.627,12.681,54.668,17.812,64.062,15.406,59.731,0.088,204,8.835,6,25,0.44
0.055,-0.14,0.952,0.622,12.11,53.956,17.812,64.062,15.406,59.731,0.078,176,7.78,6,25,0.44
0.062,-0.14,0.956,0.623,12.198,53.877,17.812,64.062,15.406,59.731,0.08,183,7.868,6,25,0.51
0.058,-0.136,0.952,0.622,12.242,53.877,17.812,64.062,15.406,59.731,0.084,185,8.22,6,25,0.492
0.062,-0.14,0.94,0.002,-49.824,-57.684,17.812,64.062,15.406,59.731,0.062,139,6.242,6,25,-0.51
0.062,-0.14,0.94,0.002,-49.824,-57.684,17.812,64.062,15.406,59.731,0.062,139,6.242,6,25,-0.51
0.058,-0.144,0.952,0.002,-49.824,-57.684,17.812,64.062,15.406,59.731,0.055,123,5.495,6,25,-0.475
0.058,-0.14,0.956,0.002,-49.78,-57.604,17.812,64.062,15.406,59.731,0.054,129,5.538,6,25,-0.422
0.058,-0.136,0.956,0.002,-49.824,-57.604,17.812,64.062,15.406,59.731,0.066,146,6.462,6,25,-0.457
0.058,-0.14,0.952,0.003,-49.78,-57.604,17.812,64.062,15.406,59.731,0.071,161,7.165,6,25,-0.422
0.055,-0.14,0.956,0.003,-49.736,-57.446,17.812,64.062,15.406,59.731,0.063,137,6.286,6,25,-0.422
0.058,-0.144,0.948,0.627,12.637,54.589,17.812,64.062,15.406,59.731,0.089,202,8.923,6,25,0.492
0.058,-0.136,0.952,0.627,12.549,54.589,17.812,64.062,15.406,59.731,0.081,186,8.044,6,25,0.475
0.058,-0.136,0.94,0.627,12.637,54.747,17.812,64.062,15.406,59.731,0.076,171,7.429,6,25,0.457
0.055,-0.136,0.948,0.627,12.593,54.668,17.812,64.062,15.406,59.731,0.085,192,8.527,6,25,0.422
0.058,-0.14,0.952,0.626,12.549,54.589,17.812,64.062,15.406,59.731,0.08,180,7.78,6,25,0.457
0.055,-0.132,0.956,0.627,12.725,54.747,17.812,64.062,15.406,59.731,0.087,197,8.484,6,25,0.422
0.058,-0.136,0.956,0.627,12.593,54.431,17.812,64.062,15.406,59.731,0.077,179,7.78,6,25,0.475
0.062,-0.14,0.952,0.626,12.549,54.589,17.812,64.062,15.406,59.731,0.081,182,8.088,6,25,0.457
0.058,-0.14,0.956,0.629,12.769,54.747,17.812,64.062,15.406,59.731,0.079,177,7.824,6,25,0.422
0.058,-0.14,0.959,0.627,12.637,54.589,17.812,64.062,15.375,59.675,0.08,178,7.956,6,25,0.44
0.066,-0.14,0.952,0.002,-49.78,-57.684,17.812,64.062,15.375,59.675,0.055,127,5.407,6,25,-0.352
0.058,-0.14,0.92,0.002,-49.78,-57.684,17.812,64.062,15.375,59.675,0.057,136,5.89,6,25,-0.457
0.058,-0.144,0.956,0.002,-49.824,-57.684,17.812,64.062,15.375,59.675,0.056,132,5.758,6,25,-0.492
0.058,-0.136,0.952,0.002,-49.824,-57.604,17.812,64.062,15.375,59.675,0.057,135,6.022,6,25,-0.51
0.058,-0.136,0.956,0.003,-49.736,-57.604,19.312,66.762,15.375,59.675,0.063,142,6.022,6,25,-0.545
0.055,-0.14,0.952,0.624,12.242,54.035,19.312,66.762,15.375,59.675,0.086,195,8.484,6,25,0.422
0.058,-0.136,0.948,0.003,-49.736,-57.446,19.312,66.762,15.375,59.675,0.061,139,6.154,6,25,-0.527
0.055,-0.14,0.956,0.622,12.154,54.035,19.312,66.762,15.375,59.675,0.076,173,7.56,6,25,0.404
0.058,-0.14,0.956,0.623,12.33,54.035,19.312,66.762,15.375,59.675,0.087,199,8.615,6,25,0.44
0.058,-0.14,0.948,0.623,12.154,54.035,19.312,66.762,15.375,59.675,0.077,176,7.956,6,25,0.475
0.058,-0.14,0.952,0.627,12.681,54.826,19.312,66.762,15.375,59.675,0.077,167,7.56,6,25,0.404
0.058,-0.14,0.948,0.003,-49.692,-57.525,19.312,66.762,15.375,59.675,0.065,147,6.418,6,25,-0.51
0.058,-0.14,0.952,0.003,-49.736,-57.525,19.312,66.762,15.375,59.675,0.057,130,5.626,6,25,-0.492
0.055,-0.136,0.956,0.628,12.725,54.668,19.312,66.762,15.375,59.675,0.081,183,8,6,25,0.369
0.062,-0.14,0.952,0.628,12.681,54.826,19.312,66.762,15.375,59.675,0.085,196,8.571,6,25,0.475
0.055,-0.14,0.956,0.626,12.593,54.826,19.312,66.762,15.375,59.675,0.087,195,8.835,6,25,0.475
0.062,-0.14,0.948,0.626,12.593,54.668,19.312,66.762,15.375,59.675,0.076,176,7.56,6,25,0.492
0.058,-0.136,0.944,0.003,-49.692,-57.525,19.312,66.762,15.375,59.675,0.055,131,5.714,6,25,-0.422
0.055,-0.14,0.959,0.627,12.637,54.826,19.312,66.762,15.375,59.675,0.089,199,8.791,6,25,0.475
0.062,-0.14,0.952,0.627,12.681,54.747,19.312,66.762,15.375,59.675,0.081,187,8.088,6,25,0.422
0.058,-0.136,0.94,0.627,12.681,54.668,19.312,66.762,15.375,59.675,0.078,176,7.604,6,25,0.492
0.058,-0.14,0.956,0.625,12.462,54.51,19.312,66.762,15.375,59.675,0.073,170,7.341,6,25,0.492
0.058,-0.14,0.948,0.626,12.593,54.589,19.312,66.762,15.375,59.675,0.087,196,8.484,6,25,0.44
0.055,-0.136,0.948,0.003,-49.692,-57.446,19.312,66.762,15.375,59.675,0.063,139,6.242,6,25,-0.369
0.058,-0.136,0.94,0.003,-49.692,-57.446,19.312,66.762,15.375,59.675,0.059,136,5.802,6,25,-0.475
0.058,-0.136,0.94,0.626,12.637,54.747,19.312,66.762,15.375,59.675,0.087,186,8.747,6,25,0.334
0.058,-0.136,0.94,0.626,12.637,54.747,19.312,66.762,15.375,59.675,0.087,186,8.747,6,25,0.334
0.058,-0.132,0.956,0.626,12.593,54.668,19.312,66.762,15.375,59.675,0.086,197,8.571,6,25,0.492
0.062,-0.14,0.956,0.627,12.593,54.589,19.312,66.762,15.375,59.675,0.08,186,7.868,6,25,0.404
0.058,-0.136,0.952,0.088,-41.604,-43.046,19.312,66.762,15.375,59.675,0.061,138,6.022,6,25,-0.457
0.058,-0.136,0.952,0.622,12.198,53.798,19.312,66.762,15.375,59.675,0.076,167,7.121,6,25,0.369
0.058,-0.14,0.94,0.623,12.286,54.035,19.312,66.762,15.375,59.675,0.092,207,8.879,6,25,0.457
0.058,-0.144,0.952,0.623,12.286,54.035,19.312,66.762,15.375,59.675,0.084,196,8.571,6,25,0.457
0.066,-0.14,0.952,0.624,12.33,54.114,19.312,66.762,15.375,59.675,0.081,180,8,6,25,0.387
0.055,-0.14,0.956,0.225,-27.934,-18.36,19.312,66.762,15.375,59.675,0.067,156,6.637,6,25,-0.246
0.055,-0.128,0.948,0.222,-27.978,-18.36,19.312,66.762,15.375,59.675,0.07,161,7.077,6,25,-0.176
0.062,-0.14,0.936,0.206,-29.736,-21.288,19.312,66.762,15.375,59.675,0.065,142,6.198,6,25,-0.44
0.055,-0.14,0.956,0.189,-31.451,-25.165,19.312,66.762,15.375,59.675,0.055,125,5.451,6,25,-0.229
0.055,-0.14,0.952,0.164,-33.912,-29.279,19.312,66.762,15.375,59.675,0.069,149,6.681,6,25,-0.229
0.055,-0.14,0.956,0.151,-35.187,-31.336,19.312,66.762,15.375,59.675,0.067,149,6.505,6,25,-0.158
0.058,-0.136,0.944,0.622,12.242,53.956,19.312,66.762,15.375,59.675,0.074,174,7.648,6,25,0.44
0.058,-0.136,0.948,0.002,-49.824,-57.763,19.312,66.762,15.375,59.675,0.068,163,7.033,6,25,-0.492
0.055,-0.14,0.956,0.627,12.637,54.668,19.312,66.762,15.375,59.675,0.089,201,8.967,6,25,0.475
0.058,-0.14,0.948,0.625,12.637,54.747,19.312,66.762,15.375,59.675,0.084,200,8.659,6,25,0.492
0.058,-0.14,0.948,0.626,12.549,54.589,19.312,66.762,15.375,59.675,0.076,171,7.56,6,25,0.51
0.055,-0.136,0.948,0.626,12.505,54.51,19.312,66.762,15.375,59.675,0.086,197,8.615,6,25,0.475
0.055,-0.136,0.948,0.626,12.505,54.51,19.312,66.762,15.375,59.675,0.086,197,8.615,6,25,0.475
0.058,-0.14,0.952,0.026,-47.407,-53.49,19.312,66.762,15.375,59.675,0.059,133,5.758,6,25,-0.51
0.058,-0.14,0.944,0.625,12.505,54.352,19.312,66.762,15.375,59.675,0.084,188,8.44,6,25,0.44
0.055,-0.14,0.94,0.624,11.758,53.64,19.312,66.762,15.344,59.619,0.076,176,7.604,6,25,0.387
0.058,-0.14,0.952,0.626,12.593,54.51,19.312,66.762,15.344,59.619,0.083,191,8.527,6,25,0.422
0.058,-0.136,0.952,0.623,12.242,53.877,19.312,66.762,15.344,59.619,0.083,188,8.264,6,25,0.545
0.058,-0.14,0.952,0.622,12.286,54.035,19.312,66.762,15.344,59.619,0.073,169,7.429,6,25,0.422
0.058,-0.14,0.944,0.03,-46.967,-52.382,19.312,66.762,15.344,59.619,0.065,153,6.681,6,25,-0.527
0.058,-0.14,0.952,0.064,-43.758,-46.844,19.312,66.762,15.344,59.619,0.058,124,5.451,6,25,-0.457
0.058,-0.14,0.952,0.064,-43.758,-46.844,20.156,68.281,15.344,59.619,0.058,124,5.451,6,25,-0.457
0.058,-0.136,0.956,0.076,-42.571,-44.787,20.156,68.281,15.344,59.619,0.063,136,6.022,6,25,-0.457
0.058,-0.14,0.952,0.002,-49.78,-57.684,20.156,68.281,15.344,59.619,0.062,145,6.198,6,25,-0.492
0.062,-0.14,0.956,0.002,-49.78,-57.604,20.156,68.281,15.344,59.619,0.054,122,5.495,6,25,-0.404
0.058,-0.14,0.944,0.001,-49.868,-57.684,20.156,68.281,15.344,59.619,0.059,138,5.846,6,25,-0.457
0.055,-0.136,0.944,0.001,-49.824,-57.684,20.156,68.281,15.344,59.619,0.061,141,6.11,6,25,-0.422
0.058,-0.14,0.948,0.002,-49.824,-57.604,20.156,68.281,15.344,59.619,0.053,122,5.275,6,25,-0.545
0.055,-0.14,0.948,0.002,-49.78,-57.525,20.156,68.281,15.344,59.619,0.06,136,5.978,6,25,-0.492
0.055,-0.14,0.952,0.626,12.637,54.51,20.156,68.281,15.344,59.619,0.089,197,8.879,6,25,0.457
0.058,-0.14,0.936,0.625,12.505,54.51,20.156,68.281,15.344,59.619,0.08,179,7.824,6,25,0.404
0.058,-0.14,0.956,0.003,-49.692,-57.525,20.156,68.281,15.344,59.619,0.066,147,6.593,6,25,-0.44
0.062,-0.14,0.956,0.002,-49.78,-57.604,20.156,68.281,15.344,59.619,0.055,127,5.758,6,25,-0.44
0.058,-0.14,0.952,0.003,-49.78,-57.604,20.156,68.281,15.344,59.619,0.053,123,5.407,6,25,-0.404
0.062,-0.14,0.952,0.002,-49.824,-57.604,20.156,68.281,15.344,59.619,0.059,137,5.978,6,25,-0.475
0.062,-0.14,0.952,0.143,-36.066,-33.077,20.156,68.281,15.344,59.619,0.058,134,5.758,6,25,-0.352
0.058,-0.136,0.956,0.145,-35.714,-32.681,20.156,68.281,15.344,59.619,0.065,144,6.154,6,25,-0.404
0.055,-0.144,0.944,0.627,12.681,54.747,20.156,68.281,15.344,59.619,0.078,179,7.868,6,25,0.44
0.058,-0.14,0.956,0.627,12.681,54.826,20.156,68.281,15.344,59.619,0.08,179,7.868,6,25,0.475
0.062,-0.132,0.959,0.626,12.593,54.352,20.156,68.281,15.344,59.619,0.08,179,7.868,6,25,0.457
0.062,-0.136,0.952,0.627,12.593,54.668,20.156,68.281,15.344,59.619,0.082,188,8.176,6,25,0.387
0.055,-0.14,0.948,0.625,12.549,54.668,20.156,68.281,15.344,59.619,0.082,181,7.824,6,25,0.44
0.058,-0.14,0.952,0.07,-43.187,-45.895,20.156,68.281,15.344,59.619,0.061,136,5.89,6,25,-0.404
0.058,-0.14,0.948,0.627,12.681,54.668,20.156,68.281,15.344,59.619,0.082,183,8.088,6,25,0.457
0.058,-0.14,0.956,0.626,12.637,54.589,20.156,68.281,15.344,59.619,0.087,197,8.615,6,25,0.457
0.058,-0.144,0.956,0.626,12.549,54.51,20.156,68.281,15.344,59.619,0.077,177,7.824,6,25,0.387
0.058,-0.14,0.956,0.625,12.505,54.431,20.156,68.281,15.344,59.619,0.085,191,8.44,6,25,0.545
0.058,-0.132,0.952,0.092,-40.945,-41.78,20.156,68.281,15.344,59.619,0.062,137,6.154,6,25,-0.475
0.062,-0.14,0.956,0.096,-40.593,-41.147,20.156,68.281,15.344,59.619,0.079,180,8.088,6,25,-0.475
0.062,-0.14,0.952,0.091,-41.077,-41.701,20.156,68.281,15.344,59.619,0.068,148,6.725,6,25,-0.492
0.055,-0.136,0.948,0.091,-40.901,-41.622,20.156,68.281,15.344,59.619,0.064,148,6.549,6,25,-0.475
0.051,-0.14,0.94,0.087,-41.253,-42.176,20.156,68.281,15.344,59.619,0.068,157,6.725,6,25,-0.422
0.051,-0.14,0.94,0.087,-41.253,-42.176,20.156,68.281,15.344,59.619,0.068,157,6.725,6,25,-0.422
0.058,-0.14,0.952,0.623,12.198,53.956,20.156,68.281,15.344,59.619,0.086,190,8.44,6,25,0.492
0.055,-0.14,0.952,0.622,12.11,53.719,20.156,68.281,15.344,59.619,0.081,183,8.308,6,25,0.457
0.058,-0.14,0.956,0.622,12.154,53.798,20.156,68.281,15.344,59.619,0.077,180,7.824,6,25,0.422
