19.503870,1.329840,-0.925946,0.767136,37.728279,90.225143,70.866333,0
21.387138,-0.396146,0.558933,1.511762,25.208176,88.603577,70.941727,1
21.549843,0.152752,0.534380,1.114546,40.054192,89.137039,70.786888,0
19.695299,-0.688681,-0.626242,2.037628,40.383976,90.993515,69.030075,1
18.942490,-6.083526,0.709540,1.133471,40.528938,90.102715,69.888916,1
20.779234,-0.882774,0.037610,0.854200,25.948751,89.303749,70.909515,1
38.298489,-0.647047,1.077843,-0.013133,41.538078,137.077744,69.236397,1
19.006775,-0.374593,-0.604331,-0.087381,38.687912,91.261803,70.849121,0
20.203777,0.318939,1.427325,-0.186445,40.359203,88.777199,67.945580,0
20.765244,-0.933812,-0.071857,0.533151,40.349880,90.514236,70.691536,0
20.251421,0.415956,0.620235,0.219509,41.153809,88.946762,69.355576,0
20.201380,-0.368718,-1.753499,-0.595393,38.014862,90.341911,71.156967,0
17.621408,2.520114,0.512672,-0.096046,23.439911,88.927254,133.580582,1
19.112206,-1.319349,-1.093506,-0.744946,40.367405,134.370590,71.039803,1
19.266039,0.958243,-0.557835,-1.032111,41.025532,90.770782,69.438614,0
21.325434,0.604280,-0.598583,-1.077755,24.983953,89.587479,70.665215,1
21.199312,-0.013826,1.088921,-0.294133,23.173292,89.473900,69.059113,1
19.637032,3.180483,1.085543,1.611345,41.104618,91.401657,68.701233,1
19.151434,0.150830,1.605582,0.077116,40.088577,88.539146,71.153824,0
38.892006,-0.294508,4.171492,0.980183,39.262962,89.969139,130.885025,1
19.920383,1.113698,-0.548310,-5.236000,24.328285,91.487259,69.036079,1
20.226845,0.967374,-2.205858,0.503084,42.323734,88.716774,69.929047,1
18.637781,-0.930024,1.279110,-0.579039,38.757687,90.462578,70.914345,0
20.710915,0.366217,1.492827,0.011742,39.997101,90.883385,127.325867,1
20.535069,0.237173,-0.198168,0.013222,40.463665,132.540390,71.027672,1
20.605284,0.577304,0.913069,-1.257934,40.819710,88.789452,71.276894,1
19.655602,-0.709955,0.283269,0.651785,41.078941,90.138618,70.086899,0
20.732170,-0.518829,0.543924,0.370220,40.789799,90.724098,70.769051,0
22.379686,-0.671094,1.754382,-0.933854,40.128212,88.830620,71.897720,0
20.171444,2.639708,2.680903,0.153283,38.860191,89.950226,69.742378,0
21.275089,0.336885,-0.626651,0.207196,40.204365,90.664528,69.798737,0
43.445431,1.155146,0.720007,0.089303,41.014465,89.776794,71.490608,1
19.209900,0.852672,0.934928,2.097719,40.238789,90.646347,69.494286,0
18.796156,-0.136252,-0.623891,0.721867,40.172806,87.089409,69.312935,0
19.643570,-0.657761,-0.815005,1.446609,39.496010,89.550232,69.546875,0
19.669317,1.032871,0.103698,-0.679261,39.831936,89.186890,68.993820,0
19.717714,1.300104,0.112219,1.425129,40.802273,90.302315,70.610107,0
20.693897,0.811455,-1.095236,0.633421,39.527138,90.796295,69.942039,0
18.804840,-0.305266,3.716742,1.596013,40.027618,138.950974,68.552231,1
20.111324,8.035309,-0.785406,0.857348,39.199940,90.163048,70.166489,1
22.050808,-0.327599,0.036742,-0.995840,38.612499,88.754616,69.801338,0
19.994884,0.730845,-3.208518,0.988057,40.818489,88.736526,69.908989,0
19.923374,0.012218,0.517737,-0.292443,40.948372,89.143661,70.217613,0
19.663548,1.881112,0.724926,0.328945,39.021156,90.976791,70.211555,1
20.299400,1.945124,0.370188,-2.495853,38.204605,89.379776,68.936310,0
19.891716,0.266832,0.592719,0.876171,39.748680,91.857132,70.365356,0
20.142216,-0.771792,-0.647584,-1.421160,41.394314,90.879150,70.082779,0
22.716879,2.858688,-1.036327,-0.583185,39.216904,89.047394,69.951569,1
18.718365,0.951839,1.764865,-0.524199,41.467140,91.090759,71.343880,0
21.747831,0.420648,-0.412596,-0.680118,39.703148,91.457344,69.409256,0
18.468494,-0.669881,1.976387,-0.444768,38.475727,90.460541,71.658760,0
19.868038,-0.722717,-0.407729,-1.102081,40.537407,90.263367,69.629417,0
40.568100,0.013838,-1.599436,-0.715029,41.177917,88.805122,69.354683,1
22.118359,-0.954755,-0.598701,-2.176435,40.207302,90.186577,70.228584,0
19.430592,0.844302,1.293998,-0.514102,40.088322,90.411407,69.544350,0
20.404726,0.219715,1.664464,-0.323609,38.734482,90.191322,69.335686,0
19.097401,2.294078,-0.209668,-0.520861,39.804871,90.593033,70.003433,0
19.806742,0.844893,0.882377,-1.753937,40.430523,91.332748,71.480431,0
19.361208,0.816955,0.388631,-0.982113,38.272079,90.367943,69.741867,0
19.639303,-0.124321,1.144787,0.726788,39.411621,91.385025,68.560806,0
17.619480,-2.108145,1.931744,0.200645,41.756248,89.720795,68.761177,1
18.823807,0.394185,-1.377508,-0.631902,40.436310,89.270660,69.206245,0
20.596272,0.458432,-0.057584,-0.695020,39.100956,89.300339,68.319771,0
20.736507,-1.353616,1.272206,1.420002,41.092953,90.970139,72.425598,0
18.205671,0.778627,-0.362095,-1.415128,41.330242,89.887634,70.482056,0
18.233259,-0.562876,0.329844,0.895176,40.687969,90.415794,69.012619,0
20.843515,-0.416089,1.502763,0.652307,42.178055,139.064224,68.358719,1
19.540035,-0.401370,-2.059517,1.257155,39.697834,89.468277,70.399971,1
20.408464,-0.539616,0.128220,4.906068,41.263390,89.231239,71.200607,1
19.599207,0.490317,-0.178360,-0.322015,22.699553,89.686562,70.500252,1
19.810593,-2.216134,-0.326373,1.657026,40.715782,89.017868,70.852509,0
18.604174,-1.271455,0.744606,-0.798003,18.088720,89.598747,71.893379,1
21.349243,-2.466700,-1.603315,0.352717,38.025715,91.199646,70.642929,0
42.052753,-0.051681,0.351919,0.972355,40.862934,90.173813,70.363739,1
23.764282,-0.626309,-0.842131,1.010067,40.141148,92.280891,67.946510,0
20.483414,1.004786,2.941954,-0.648463,39.935242,90.402321,72.392120,1
33.286510,2.311248,-1.881083,-0.082501,40.973614,92.057922,69.922951,1
18.497406,-0.127208,0.330823,-2.708949,39.787674,142.167160,72.210266,1
19.399429,0.357019,-0.907128,0.902251,40.069267,90.650002,69.329910,0
20.876959,0.276713,0.636850,-6.122457,38.633793,94.261246,70.014847,1
19.265738,0.682263,0.065845,1.554650,41.044388,90.380203,69.016357,0
18.921427,0.301557,-0.560799,-0.202325,40.033173,90.584236,131.604263,1
19.611031,-0.133989,4.028317,0.059945,38.942524,89.954460,68.836594,1
37.307510,-0.078876,1.690642,-0.450456,40.076534,90.216499,70.517570,1
