9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.17,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
9.00,9.00,0.19,6.7390,930,12,50,0.0700,0
